name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Ivany;Paez;29/10/1934;2519395387;Quiché;Chicamán;Fiebre, Dificultad respiratoria;Santa Maria, Mexico;Sospechoso;22/04/2020
Kamilia;Moreno;13/04/1959;2288721235;Guatemala;Villa Nueva;Fiebre, Tos seca;Veracruz, Honduras;Confirmado;23/04/2020
Nereu;Banda;25/03/1923;22721020158;Escuintla;Tiquisate;Fiebre, Cansancio;Philadelphia, Estados Unidos;Recuperado;18/03/2020
Ilanit;Santiago;20/12/2001;2551928687;El Progreso;Morazán;Fiebre, Tos seca;Chicago, Estados Unidos;Recuperado;25/04/2020
Dick;Serrano;31/01/1947;21984819211;Petén;Sayaxché;Fiebre, Cansancio, Escalofríos y dolores corporales;Carson City, Estados Unidos;Recuperado;30/03/2020
Auda;Jimínez;7/08/1920;24815632226;Chiquimula;San José la Arada;Fiebre, Tos seca;Sunnyvale, Estados Unidos;Sospechoso;1/04/2020
Gianna;Arana;15/09/1985;298419331610;El Progreso;San Antonio La Paz;Fiebre, Dificultad respiratoria;Guadalupe, Mexico;Recuperado;14/03/2020
Louis;Garica;9/09/2001;24268214510;Huehuetenango;Huehuetenango;Fiebre, Cansancio, Escalofríos y dolores corporales;La Laguna, Mexico;Confirmado;16/03/2020
Azalea;Gallegos;17/08/1929;19317586610;Sololá;Nahualá;Fiebre, Tos seca;Aurora, Estados Unidos;Sospechoso;29/04/2020
Rosina;Lovato;25/01/1948;1941477323;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Portland, Estados Unidos;Sospechoso;22/04/2020
Heldo;Montanez;5/08/1959;21191388158;Baja Verapaz;Purulhá;Fiebre, Cansancio, Escalofríos y dolores corporales;Patarrá, Costa Rica;Confirmado;27/04/2020
Nuri;Barreto;10/03/1980;2070142852;Jalapa;San Manuel Chaparrón;Fiebre, Dificultad respiratoria;Leganes, España;Confirmado;22/03/2020
Dennis;Arévalo;27/02/1975;25434547212;Escuintla;San José;Fiebre, Cansancio;Indianapolis, Estados Unidos;Confirmado;6/04/2020
Lala;Escobedo;18/06/1956;28717688158;Santa Rosa;Taxisco;Fiebre, Tos seca;Lleida, España;Sospechoso;13/04/2020
Tarsilia;Barreto;10/11/1932;27060721137;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;La Escondida, Mexico;Confirmado;18/04/2020
Lawrence;Ruvalcaba;8/09/1976;2371499031;Baja Verapaz;San Miguel Chicaj;Fiebre, Dificultad respiratoria;Fort Wayne, Estados Unidos;Confirmado;6/05/2020
Adalbaro;Avilés;5/03/1972;2500926848;San Marcos;Ixchiguán;Fiebre, Dificultad respiratoria;San Andrés Villa Seca, Guatemala;Sospechoso;18/04/2020
Agape;Rojas;13/01/1959;263554311410;Sololá;Panajachel;Fiebre, Cansancio;Seattle, Estados Unidos;Confirmado;8/04/2020
Fabiana;Salgado;23/06/1975;2345405758;Jutiapa;Conguaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Baton Rouge, Estados Unidos;Sospechoso;25/03/2020
Najla;Guillén;10/06/1922;21151942155;Zacapa;Cabañas;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Sospechoso;4/05/2020
Athena;Zepeda;14/08/2015;2223248928;Retalhuleu;San Sebastián;Fiebre, Cansancio, Escalofríos y dolores corporales;Los Angeles, Mexico;Sospechoso;9/04/2020
Arthur;Madrid;13/08/1975;2855424037;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Los Angeles, Mexico;Confirmado;21/04/2020
Paco;Carrasco;30/03/1961;1919219826;Guatemala;Guatemala;Fiebre, Tos seca;Sandy Bay, Honduras;Sospechoso;20/04/2020
Lucrecio;Almonte;11/04/1969;23910580187;Quiché;Sacapulas;Fiebre, Cansancio, Escalofríos y dolores corporales;Emiliano Zapata, Mexico;Recuperado;26/03/2020
Candelaria;Mateo;13/08/1997;27841004218;Guatemala;Villa Canales;Fiebre, Tos seca;San Rafael, Estados Unidos;Sospechoso;21/03/2020
Ezekiel;Urrútia;20/05/2015;21535921162;Zacapa;Estanzuela;Fiebre, Tos seca;Pastores, Guatemala;Sospechoso;1/05/2020
Lesmes;Carrasquill;11/10/1952;283914171510;Retalhuleu;San Sebastián;Fiebre, Tos seca;Washington, Estados Unidos;Sospechoso;31/03/2020
Arebela;Zarate;7/06/1996;2201756778;Quetzaltenango;San Carlos Sija;Fiebre, Cansancio;Aguadulce, Panama;Recuperado;21/04/2020
Giobbe;Granados;11/10/1932;21326808217;Guatemala;Mixco;Fiebre, Cansancio;Springfield, Estados Unidos;Confirmado;8/05/2020
Gus;Jaimes;30/07/1975;19444773227;Chiquimula;Concepción Las Minas;Fiebre, Cansancio;San Rafael Oriente, El Salvador;Sospechoso;18/04/2020
Horangel;Ramón;26/06/1927;27472657152;Alta Verapaz;Tamahú;Fiebre, Tos seca;El Estor, Guatemala;Sospechoso;13/04/2020
Dylan;Oquendo;6/07/1978;23830735101;Escuintla;Siquinalá;Fiebre, Cansancio;Chalchuapa, El Salvador;Recuperado;27/03/2020
Erato;Escamilla;14/06/1927;19937657227;Retalhuleu;Champerico;Fiebre, Tos seca;Trieste, Italia;Confirmado;26/03/2020
Barbara;Zamora;16/06/2010;22680649210;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Pajapita, Guatemala;Confirmado;6/04/2020
Parménides;Galvez;25/04/1984;21475016164;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Erie, Estados Unidos;Recuperado;16/04/2020
Thomás;Benavides;17/01/1928;273845441910;Alta Verapaz;San Cristóbal Verapaz;Fiebre, Tos seca, Escalofríos y dolores corporales;Augusta, Estados Unidos;Sospechoso;28/03/2020
Ninfa;Matías;22/11/1934;24069433228;Izabal;Puerto Barrios;Fiebre, Tos seca;Cuauhtemoc, Mexico;Sospechoso;18/04/2020
Claus;Hernádez;9/02/1974;19437479128;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Rochester, Estados Unidos;Recuperado;25/03/2020
Delfina;Tejada;3/10/1928;2376460141;Escuintla;Palín;Fiebre, Cansancio;Roma, Italia;Sospechoso;23/04/2020
Rosemary;Matías;31/07/1940;22991659227;Quiché;Chajul;Fiebre, Tos seca, Escalofríos y dolores corporales;Lansing, Estados Unidos;Recuperado;21/04/2020
Waskar;Angulo;13/12/1922;24279790127;San Marcos;Malacatán;Fiebre, Cansancio;Morelos, Mexico;Sospechoso;5/05/2020
Demóstenes;Muñoz;21/09/1946;21913475195;Guatemala;San José Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;Villa Nueva, Guatemala;Sospechoso;28/03/2020
Iwan;Medrano;4/03/1931;2506290127;Escuintla;Tiquisate;Fiebre, Tos seca;San Isidro, Mexico;Recuperado;29/03/2020
Yrko;Pabón;25/08/1966;25429061192;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Arada, Honduras;Sospechoso;1/04/2020
Calixta;Ramón;1/02/1951;20200794218;San Marcos;Ayutla;Fiebre, Cansancio;San Francisco, Estados Unidos;Confirmado;3/05/2020
Milan;Paredes;1/04/1928;2852915925;Guatemala;San Raymundo;Fiebre, Cansancio;Loma Bonita, Mexico;Sospechoso;22/03/2020
Raquildis;Hernádez;11/12/1988;2117231934;Santa Rosa;Guazacapán;Fiebre, Cansancio, Escalofríos y dolores corporales;Concepción Tutuapa, Guatemala;Sospechoso;5/04/2020
Meline;Urías;20/10/1967;2761029155;Jalapa;San Luis Jilotepeque;Fiebre, Cansancio;Phoenix, Estados Unidos;Recuperado;17/03/2020
Elisenda;Sauceda;3/09/1965;26608722102;Zacapa;Cabañas;Fiebre, Tos seca;Des Moines, Estados Unidos;Confirmado;15/03/2020
Ellis;Agosto;6/07/1949;24578902176;Sololá;Nahualá;Fiebre, Tos seca;Buenos Aires, Mexico;Confirmado;4/05/2020
Yvonne;García;27/07/1963;21095358209;Zacapa;Estanzuela;Fiebre, Cansancio;Cabricán, Guatemala;Confirmado;23/04/2020
Pacífico;Castellanos;14/07/1967;2465667096;Petén;Santa Ana;Fiebre, Tos seca;San José, Costa Rica;Recuperado;25/03/2020
Arduino;Calderón;10/10/2013;20527196166;Zacapa;Cabañas;Fiebre, Tos seca;Travesía, Honduras;Confirmado;21/03/2020
Maurizio;Loya;11/01/2008;26773665146;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;El Mirador, Mexico;Recuperado;5/05/2020
Penny;Cepeda;9/04/2007;2835998219;San Marcos;Ayutla;Fiebre, Tos seca;La Libertad, Honduras;Sospechoso;30/04/2020
Neri;Reynoso;21/11/2018;2002894886;San Marcos;Comitancillo;Fiebre, Cansancio;Zacatecoluca, El Salvador;Confirmado;6/04/2020
Maica;Mota;25/11/2008;29466751195;Zacapa;Cabañas;Fiebre, Tos seca, Escalofríos y dolores corporales;Scranton, Estados Unidos;Recuperado;20/04/2020
Olimpia;Valenzuela;10/12/2009;22192676189;El Progreso;San Cristóbal Acasaguastlán;Fiebre, Cansancio;Washington, Estados Unidos;Confirmado;13/03/2020
Melinda;Robles;22/06/1943;23696898163;Chiquimula;Ipala;Fiebre, Dificultad respiratoria;Milwaukee, Estados Unidos;Sospechoso;4/05/2020
Heliena;Rico;4/07/1988;26021087102;Guatemala;Guatemala;Fiebre, Cansancio;Guarumal, Panama;Confirmado;5/04/2020
Salvio;Rubio;12/07/1947;24826789199;San Marcos;Ayutla;Fiebre, Tos seca, Escalofríos y dolores corporales;Garland, Estados Unidos;Confirmado;5/04/2020
Mateos;Camarillo;31/08/1926;2147716157;Baja Verapaz;Cubulco;Fiebre, Tos seca, Escalofríos y dolores corporales;El Marañón, Honduras;Recuperado;4/05/2020
Makenna;Loya;17/02/1944;19081795104;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Huntington, Estados Unidos;Confirmado;5/05/2020
Achill;Aguayo;10/11/1976;25572823810;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio;Fortuna, Costa Rica;Sospechoso;26/04/2020
Maira;Mojica;8/08/1964;27158031148;Escuintla;San José;Fiebre, Tos seca;Donostia-San Sebastian, España;Confirmado;16/03/2020
Jonas;Arteaga;8/10/1960;279711311310;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;La Reforma, Guatemala;Recuperado;1/04/2020
Iair;Rael;13/09/1977;22414363121;Jalapa;Monjas;Fiebre, Tos seca;Cuauhtemoc, Mexico;Recuperado;8/04/2020
Miqueas;Rubio;24/07/1935;27376101168;Jutiapa;El Adelanto;Fiebre, Tos seca, Escalofríos y dolores corporales;Madison, Estados Unidos;Sospechoso;15/04/2020
Laurindo;Ruelas;10/07/1945;27640997810;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;Trenton, Estados Unidos;Confirmado;15/04/2020
Crimilda;Tamez;12/04/1991;2768622571;Chiquimula;Jocotán;Fiebre, Tos seca;Hospitalet De Llobregat, L', España;Sospechoso;29/04/2020
Wulfilde;Almaraz;19/08/1976;19691580122;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Garden Grove, Estados Unidos;Recuperado;20/04/2020
Martha;Raya;3/09/1929;271066241510;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Hidalgo, Mexico;Sospechoso;1/05/2020
Armen;Cervantes;9/04/2011;2100654573;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;Johnson City, Estados Unidos;Recuperado;13/04/2020
Floramaría;Perea;19/09/1931;2445674419;Suchitepéquez;Samayac;Fiebre, Cansancio;Palencia, Guatemala;Sospechoso;24/03/2020
Giacometta;Botello;18/03/1944;2148929963;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Garden Grove, Estados Unidos;Confirmado;2/04/2020
Odina;Palacios;25/10/1967;2495849194;San Marcos;San Marcos;Fiebre, Dificultad respiratoria;San Juan de Dios, Costa Rica;Sospechoso;6/05/2020
Tristán;Cordero;30/05/1927;2917167752;Chiquimula;Concepción Las Minas;Fiebre, Tos seca;Oklahoma City, Estados Unidos;Sospechoso;21/03/2020
Casiana;Muñiz;1/03/1976;25842871194;Chiquimula;Olopa;Fiebre, Tos seca;El Paso, Estados Unidos;Sospechoso;16/03/2020
Pompei;Sauceda;7/03/2009;2235368314;Guatemala;Guatemala;Fiebre, Tos seca;San Agustín, El Salvador;Sospechoso;23/04/2020
Sigfrido;Nino;28/12/1931;2323098158;Guatemala;Villa Nueva;Fiebre, Tos seca;Erie, Estados Unidos;Confirmado;1/05/2020
Hilary;Delgadillo;17/10/2009;2450745727;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Samayac, Guatemala;Recuperado;24/04/2020
Yeray;Galvez;26/07/2000;23039631176;Santa Rosa;Cuilapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Francisco Villa, Mexico;Sospechoso;21/04/2020
Walberto;Garrido;15/01/1955;2683237957;Escuintla;Siquinalá;Fiebre, Tos seca;Tamahú, Guatemala;Confirmado;1/04/2020
Ambar;Solorio;15/12/1986;2129922411;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Bronx, Estados Unidos;Recuperado;21/03/2020
Augustin;Leal;15/04/1950;2999307186;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Columbia, Estados Unidos;Confirmado;6/05/2020
Heródoto;Terán;11/10/1996;2402988644;San Marcos;San Marcos;Fiebre, Cansancio, Escalofríos y dolores corporales;Miami, Estados Unidos;Confirmado;8/04/2020
Buenaventura;Rodrígez;28/12/2005;23462895164;Retalhuleu;Champerico;Fiebre, Cansancio, Escalofríos y dolores corporales;San Sebastian, Mexico;Recuperado;13/03/2020
Virginio;Villaseñor;12/12/2005;26501701182;Alta Verapaz;Santa Cruz Verapaz;Fiebre, Cansancio, Escalofríos y dolores corporales;Jocotenango, Guatemala;Sospechoso;2/04/2020
Aristeo;Tijerina;11/07/1996;2552890747;Guatemala;Guatemala;Fiebre, Cansancio;South Bend, Estados Unidos;Sospechoso;4/05/2020
Leal;Tejeda;9/04/1926;27699569410;Escuintla;Palín;Fiebre, Dificultad respiratoria;Savannah, Estados Unidos;Confirmado;25/04/2020
Giorgio;Pabón;20/11/2003;23168767162;Sololá;Panajachel;Fiebre, Tos seca;Salamá, Honduras;Sospechoso;17/04/2020
Adonai;Matos;29/03/1957;19530650153;Quetzaltenango;Quetzaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Messina, Italia;Sospechoso;24/03/2020
Jenifer;Díaz;16/05/1976;2624902312;Jalapa;San Luis Jilotepeque;Fiebre, Cansancio, Escalofríos y dolores corporales;Independencia, Mexico;Confirmado;17/03/2020
Pabil;Muñiz;16/03/1974;2372168245;Escuintla;Masagua;Fiebre, Tos seca, Escalofríos y dolores corporales;Dayton, Estados Unidos;Recuperado;10/04/2020
Giuseppe;Villagómez;16/09/1926;20196591227;Escuintla;Siquinalá;Fiebre, Cansancio;Washington, Estados Unidos;Sospechoso;19/04/2020
Claribel;Berrios;2/11/1993;2675290238;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Winston Salem, Estados Unidos;Confirmado;20/03/2020
Tarsilia;Bustos;20/06/2007;21097589910;Zacapa;Teculután;Fiebre, Tos seca;Emiliano Zapata, Mexico;Confirmado;4/05/2020
Benita;Rascón;25/03/1934;21785302114;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Trenton, Estados Unidos;Sospechoso;15/03/2020
Davor;Urrútia;22/11/1979;22337118216;Sololá;San Antonio Palopó;Fiebre, Tos seca;Moyogalpa, Nicaragua;Sospechoso;18/04/2020
Melania;Torres;13/10/1998;19276251169;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Independencia, Mexico;Sospechoso;17/04/2020
Rogelia;Ceballos;3/05/1927;2343144139;Zacapa;Río Hondo;Fiebre, Tos seca;Benito Juarez, Mexico;Sospechoso;10/04/2020
Genciana;Atencio;20/05/1935;23572827124;Guatemala;Guatemala;Fiebre, Tos seca;Guanaja, Honduras;Confirmado;3/05/2020
Lucía;Chavarría;30/09/2005;2840337123;Escuintla;Palín;Fiebre, Cansancio;La Lima, Honduras;Sospechoso;24/03/2020
Filomana;Veliz;28/05/1972;2684080778;Chiquimula;Concepción Las Minas;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Sospechoso;24/03/2020
Pancho;Manzanares;18/11/1928;23829986197;Baja Verapaz;Purulhá;Fiebre, Cansancio;Santa Rosa, Mexico;Sospechoso;7/05/2020
Nimsi;Cabrera;6/03/1980;25241893164;Suchitepéquez;Samayac;Fiebre, Cansancio;Santa Tecla, El Salvador;Sospechoso;15/03/2020
Ayrton;Matías;21/01/1929;22998434187;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio, Escalofríos y dolores corporales;Vista Hermosa, Mexico;Recuperado;31/03/2020
Isaias;Carranza;8/05/1956;2051760173;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca, Escalofríos y dolores corporales;Philadelphia, Estados Unidos;Sospechoso;26/03/2020
Pancho;Baeza;29/12/1962;2442545826;Guatemala;Villa Nueva;Fiebre, Tos seca;San Andrés, Guatemala;Confirmado;24/04/2020
Troilo;Gallardo;29/07/1988;2578801738;Quetzaltenango;Salcajá;Fiebre, Cansancio;Madrid, España;Sospechoso;8/05/2020
Paulette;Alejandro;3/12/1980;1960957019;Quiché;Canillá;Fiebre, Cansancio;Nicolas Bravo, Mexico;Recuperado;12/04/2020
Everardo;Rendón;18/07/1977;2885955532;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;Oakland, Estados Unidos;Recuperado;10/04/2020
Everardo;Jasso;16/09/1999;236850201910;Sololá;San Antonio Palopó;Fiebre, Tos seca;Anchorage, Estados Unidos;Sospechoso;1/04/2020
Marziabo;Mora;22/02/1994;23657587141;Escuintla;San José;Fiebre, Cansancio;Chandler, Estados Unidos;Confirmado;25/03/2020
Erica;Negrón;19/07/1923;22988709218;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;San Jose, Mexico;Sospechoso;27/03/2020
Amable;Armijo;16/05/1961;2408504111;Huehuetenango;Soloma;Fiebre, Cansancio;Cumming, Estados Unidos;Recuperado;23/03/2020
Marité;Soto;28/01/1987;24689992175;Escuintla;San José;Fiebre, Tos seca;Seattle, Estados Unidos;Recuperado;14/03/2020
Flaviano;Murillo;22/10/2004;2012018386;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Arlington, Estados Unidos;Confirmado;6/05/2020
Oswaldo;Treviño;20/05/1938;2264475945;Quetzaltenango;Cantel;Fiebre, Tos seca;Nueva Ocotepeque, Honduras;Sospechoso;29/04/2020
Gioconda;Cisneros;30/11/1951;2431193511;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;Charlotte, Estados Unidos;Confirmado;23/03/2020
Colon;Apodaca;12/09/1975;2351644058;Izabal;El Estor;Fiebre, Tos seca;La Esperanza, Mexico;Sospechoso;6/05/2020
Gavina;Posada;11/09/1984;19051666810;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Vicente Guerrero, Mexico;Confirmado;16/04/2020
Augusto;Balderas;22/09/1937;1977181336;Escuintla;Nueva Concepción;Fiebre, Cansancio;Francisco I Madero, Mexico;Sospechoso;24/03/2020
Alexa;Armijo;15/12/1921;20805832207;Quetzaltenango;San Carlos Sija;Fiebre, Dificultad respiratoria;Guadalupe, Costa Rica;Sospechoso;23/03/2020
Laurentina;Perea;29/11/1964;20750767810;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Palmas, Mexico;Confirmado;23/04/2020
Clinio;Garay;14/02/1951;27080159177;Quiché;Chicamán;Fiebre, Tos seca;Mangulile, Honduras;Recuperado;17/04/2020
Marissa;Castellanos;11/10/1988;20768453192;San Marcos;San Marcos;Fiebre, Cansancio;Guadalupe Victoria, Mexico;Confirmado;21/04/2020
Jenny;Mercado;3/02/1967;29926320125;Guatemala;Guatemala;Fiebre, Cansancio;El Paso, Estados Unidos;Confirmado;13/04/2020
Benny;Madrigal;31/08/2000;22018030124;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Cheyenne, Estados Unidos;Recuperado;14/04/2020
Donaldo;Altamirano;11/02/1941;25040121179;San Marcos;Ixchiguán;Fiebre, Cansancio;Palmas De Gran Canaria, Las, España;Confirmado;4/05/2020
Leontino;Serna;11/11/1959;29161356226;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Mobile, Estados Unidos;Recuperado;18/03/2020
Jessenia;Fonseca;25/12/1982;220329471510;Izabal;El Estor;Fiebre, Cansancio;Bonanza, Nicaragua;Sospechoso;19/04/2020
Fiorella;Perales;19/03/1924;242397531410;Guatemala;Villa Nueva;Fiebre, Tos seca;Young America, Estados Unidos;Recuperado;20/04/2020
Natanael;Uribe;11/10/1958;26202549410;San Marcos;Ayutla;Fiebre, Cansancio;Loma Alta, Mexico;Confirmado;7/05/2020
Ademaro;Dueñas;2/02/1926;2770481327;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Madison, Estados Unidos;Sospechoso;26/03/2020
Daniele;Alfaro;13/10/1994;27154996139;San Marcos;San Marcos;Fiebre, Tos seca;San Rafael, Mexico;Confirmado;26/04/2020
Eider;Esparza;16/11/1933;2689877999;Sololá;Nahualá;Fiebre, Cansancio;Atlanta, Estados Unidos;Recuperado;12/04/2020
Agata;Domínguez;12/07/1951;23709346117;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Vicente Guerrero, Mexico;Confirmado;21/03/2020
Albino;Tamez;7/10/1927;21922288161;Guatemala;Chinautla;Fiebre, Cansancio;Minneapolis, Estados Unidos;Sospechoso;30/03/2020
Lot;Benavidez;2/10/2000;24134785204;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;San Agustín, Honduras;Sospechoso;25/04/2020
Noé;Armenta;21/01/2018;27924103147;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Palmas, Mexico;Confirmado;25/03/2020
Alana;Vanegas;7/09/1925;26516307184;Guatemala;Villa Nueva;Fiebre, Tos seca;Charlotte, Estados Unidos;Confirmado;1/04/2020
Nicandro;Armendáriz;18/06/1966;23137791128;Escuintla;Palín;Fiebre, Tos seca;San Jose, Mexico;Confirmado;27/03/2020
Janet;Prieto;30/06/1978;2880779351;Zacapa;Teculután;Fiebre, Tos seca, Escalofríos y dolores corporales;Portobelo, Panama;Sospechoso;15/04/2020
Crístoforo;Loera;13/02/2011;20092082209;Escuintla;Iztapa;Fiebre, Dificultad respiratoria;La Huerta, Mexico;Sospechoso;9/04/2020
Pascua;Dávila;27/05/1940;2456007276;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Lincoln, Estados Unidos;Recuperado;6/04/2020
Sofía;Acevedo;9/03/1997;21289097175;Petén;Flores;Fiebre, Dificultad respiratoria;Lansing, Estados Unidos;Confirmado;21/04/2020
Ingmar;Almanza;10/02/1927;2691555184;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Conroe, Estados Unidos;Sospechoso;4/04/2020
Acacio;Muñiz;7/12/1928;2502780446;Sololá;Concepción;Fiebre, Dificultad respiratoria;Villanova, Italia;Confirmado;24/04/2020
Amarilis;Muro;15/01/1950;23153145410;Izabal;Morales;Fiebre, Tos seca, Escalofríos y dolores corporales;San Miguelito, Panama;Sospechoso;10/04/2020
Adina;Camarillo;28/02/1956;2979306543;Guatemala;Villa Nueva;Fiebre, Tos seca;Washington, Estados Unidos;Recuperado;19/03/2020
Lazzaro;Partida;25/01/1929;20686932410;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Sparks, Estados Unidos;Confirmado;21/04/2020
Yeneko;Godínez;14/07/1921;26076458211;Chiquimula;Quezaltepeque;Fiebre, Dificultad respiratoria;Cleveland, Estados Unidos;Confirmado;19/03/2020
Aram;Viera;10/12/1939;263932301510;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Guacamaya, Honduras;Sospechoso;23/04/2020
Daila;Cavazos;29/08/1933;25589295194;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;Bronx, Estados Unidos;Recuperado;20/03/2020
Hubert;Aguayo;12/08/1957;25157989196;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Manlio Fabio Altamirano, Mexico;Recuperado;18/04/2020
Valburga;Pichardo;9/09/2011;19763866219;San Marcos;San Marcos;Fiebre, Cansancio;Birmingham, Estados Unidos;Recuperado;7/04/2020
Heberto;Grijalva;17/11/1927;29112719164;Jutiapa;El Adelanto;Fiebre, Dificultad respiratoria;Flushing, Estados Unidos;Confirmado;5/04/2020
Millan;Curiel;14/12/1965;224539821710;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Tampa, Estados Unidos;Sospechoso;2/05/2020
Vicki;Abrego;15/11/1972;19099337196;Izabal;Los Amates;Fiebre, Cansancio, Escalofríos y dolores corporales;Hartford, Estados Unidos;Recuperado;29/03/2020
Loreley;Fonseca;8/04/1959;2096152993;Sololá;Nahualá;Fiebre, Tos seca;San Miguel, Mexico;Recuperado;13/03/2020
Rosilda;Estévez;13/02/1959;26666937121;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Pasadena, Estados Unidos;Sospechoso;30/04/2020
Senan;Adame;14/08/1955;240587481610;Izabal;Puerto Barrios;Fiebre, Tos seca;Independencia, Mexico;Sospechoso;16/03/2020
Ida;Urrútia;23/12/1993;19260951106;Baja Verapaz;Granados;Fiebre, Tos seca, Escalofríos y dolores corporales;Hollywood, Estados Unidos;Recuperado;14/04/2020
Amarilis;Fajardo;21/08/2005;2079235928;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Capira, Panama;Recuperado;29/03/2020
Pichi;Carrasquill;8/06/1923;19342907229;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;San Andrés Villa Seca, Guatemala;Confirmado;15/04/2020
Ahmend;Cisneros;13/05/1965;2718267011;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;Houston, Estados Unidos;Sospechoso;5/04/2020
Adelfo;Almaraz;4/09/1929;228056651410;Zacapa;Río Hondo;Fiebre, Tos seca, Escalofríos y dolores corporales;Infonavit, Mexico;Recuperado;31/03/2020
Rosana;Fonseca;8/02/1929;2873444238;Alta Verapaz;Tamahú;Fiebre, Tos seca;Las Flores, Mexico;Sospechoso;28/04/2020
Dion;Covas;27/04/1936;25906335189;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado;28/03/2020
Danel;Otero;14/10/1924;19767176162;Guatemala;Guatemala;Fiebre, Tos seca;Guazapa, El Salvador;Recuperado;20/04/2020
Licia;Vargas;4/03/1942;19626319129;Petén;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Cheyenne, Estados Unidos;Sospechoso;23/03/2020
Sylvester;Jiménez;22/06/1920;2688739426;Quetzaltenango;Almolonga;Fiebre, Cansancio;Las Cruces, Estados Unidos;Confirmado;20/03/2020
Zenadia;Marrero;17/06/1979;2810362421;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Springfield, Estados Unidos;Recuperado;17/03/2020
Leanna;Veliz;13/12/1999;217399901510;Zacapa;Cabañas;Fiebre, Cansancio;Memphis, Estados Unidos;Confirmado;30/03/2020
