name;last_name;birth_date;id;city;town;symptoms;description;status
Jonah;Correa;5/06/2017;28342880205;Izabal;Puerto Barrios;Fiebre, Dificultad respiratoria;Baltimore, Estados Unidos;Recuperado
Anisia;Valdivia;5/11/1994;2000708698;El Progreso;Guastatoya;Fiebre, Cansancio;El Asintal, Guatemala;Recuperado
Ara;Carbajal;14/11/1972;29958082114;Izabal;Morales;Fiebre, Cansancio;Atiquizaya, El Salvador;Recuperado
Yanquiman;Cuellar;4/05/1972;27691410168;Escuintla;Palín;Fiebre, Dificultad respiratoria;San Rafael Abajo, Costa Rica;Sospechoso
Cuasimodo;Narváez;28/11/1939;22460918143;Jutiapa;Jalpatagua;Fiebre, Dificultad respiratoria;Mobile, Estados Unidos;Sospechoso
Milca;Valdivia;5/12/1938;2903387948;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Pensacola, Estados Unidos;Confirmado
Natividad;Tapia;10/09/1980;1972115698;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Laspezia, Italia;Confirmado
Iberio;Chávez;15/08/1927;2209760289;Retalhuleu;Retalhuleu;Fiebre, Cansancio, Escalofríos y dolores corporales;Canton, Estados Unidos;Confirmado
Afra;Contreras;28/02/1952;2550056815;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Spartanburg, Estados Unidos;Recuperado
Bingham;Castaneda;3/08/2001;1910758531;Zacapa;Usumatlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Largo, Estados Unidos;Confirmado
Traful;Linares;11/11/1920;29414549163;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Boise, Estados Unidos;Sospechoso
Luano;Luna;6/08/1960;28290129141;Escuintla;Tiquisate;Fiebre, Tos seca;Messina, Italia;Sospechoso
Gesualdo;Escalante;9/07/1935;2505059298;Suchitepéquez;Mazatenango ;Fiebre, Dificultad respiratoria;Newport News, Estados Unidos;Confirmado
Leocadio;Laboy;22/03/1947;2609545781;Escuintla;Iztapa;Fiebre, Tos seca;San Isidro, Mexico;Sospechoso
Amadeo;Arredondo;27/10/1925;2723373187;Escuintla;Nueva Concepción;Fiebre, Tos seca;El Refugio, Mexico;Sospechoso
Muriel;Esparza;13/12/2019;2301782374;Totonicapán;Santa María Chiquimula;Fiebre, Tos seca;Young America, Estados Unidos;Recuperado
Montserrat;Rivero;27/04/2012;28915207164;Santa Rosa;Guazacapán;Fiebre, Tos seca, Escalofríos y dolores corporales;Padova, Italia;Recuperado
Marina;Paz;24/12/1938;287858161710;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;New Haven, Estados Unidos;Sospechoso
Danel;Colunga;6/06/1936;203387661610;Quetzaltenango;Cantel;Fiebre, Tos seca;Nashville, Estados Unidos;Sospechoso
Ebony;Rodarte;5/04/1954;2013014911;Santa Rosa;San Juan Tecuaco;Fiebre, Dificultad respiratoria;La Palma, Mexico;Confirmado
Encarnación;Ybarra;4/08/1921;2314085639;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Alvaro Obregon, Mexico;Recuperado
Cristian;Quiñónez;1/11/1995;1954293792;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;La Peña, Panama;Sospechoso
Cira;Vergara;30/08/1979;24100796118;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;San Pedro, Mexico;Confirmado
Celma;Salazar;20/11/1976;20519827186;Guatemala;Mixco;Fiebre, Dificultad respiratoria;Saint Augustine, Estados Unidos;Recuperado
Otilio;Fuentes;13/02/2002;2574131022;Guatemala;San Raymundo;Fiebre, Dificultad respiratoria;El Porvenir, Honduras;Confirmado
Betina;Meraz;19/05/1980;2336518988;Sololá;San Antonio Palopó;Fiebre, Tos seca;Yupiltepeque, Guatemala;Recuperado
Hygin;Oquendo;20/07/1966;22728732228;Guatemala;Fraijanes;Fiebre, Cansancio, Escalofríos y dolores corporales;San Jose, Mexico;Confirmado
Alphonse;Terrazas;26/09/1997;2683578113;Chiquimula;Chiquimula;Fiebre, Cansancio, Escalofríos y dolores corporales;Charlottesville, Estados Unidos;Sospechoso
Ilanit;Irizarry;2/05/1948;20441098123;Santa Rosa;Cuilapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Colón, Panama;Sospechoso
Guzmán;Fierro;27/08/1933;2320593589;Guatemala;Guatemala;Fiebre, Cansancio;Panamá, Panama;Recuperado
Raynaldo;Acuna;21/10/1957;19008072710;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Ipís, Costa Rica;Sospechoso
Columba;Fuentes;4/09/2016;2143489633;Santa Rosa;Guazacapán;Fiebre, Tos seca, Escalofríos y dolores corporales;San Manuel Chaparrón, Guatemala;Confirmado
Quirico;Salinas;13/06/1932;276857122010;Zacapa;Cabañas;Fiebre, Dificultad respiratoria;Huesca, España;Confirmado
Niranjana;Aparicio;25/01/1999;2203804274;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Calle Blancos, Costa Rica;Sospechoso
Libio;Rosales;10/02/1935;28245598124;Retalhuleu;San Sebastián;Fiebre, Cansancio;Quebrada Canoa, Panama;Confirmado
Antoshika;Lemus;25/08/2001;1937989087;Totonicapán;San Bartolo;Fiebre, Dificultad respiratoria;Melbourne, Estados Unidos;Sospechoso
Noelio;Pichardo;8/09/1944;2888859743;Escuintla;San José;Fiebre, Cansancio;Inglewood, Estados Unidos;Sospechoso
Leuco;Bahena;22/10/1991;215642981910;Zacapa;Usumatlán;Fiebre, Dificultad respiratoria;5 de Mayo, Mexico;Sospechoso
Amilca;Regalado;13/03/1942;22127481192;Escuintla;Guaganazapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Bárbara, Guatemala;Confirmado
Berna;Castellanos;18/09/1921;21339251219;Santa Rosa;Taxisco;Fiebre, Tos seca;Bellavista, Mexico;Confirmado
Rainer;Mireles;3/01/1994;2971732434;San Marcos;Ixchiguán;Fiebre, Cansancio, Escalofríos y dolores corporales;San Marcos de Colón, Honduras;Sospechoso
Martial;Samaniego;14/01/1982;28549725201;Baja Verapaz;San Miguel Chicaj;Fiebre, Cansancio;Llano de Piedra, Panama;Sospechoso
Iris;Sosa;28/04/1933;23969316201;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Vancouver, Estados Unidos;Sospechoso
Victorio;Gaona;8/01/1949;22939749178;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Naperville, Estados Unidos;Confirmado
Marcio;Alarcón;14/12/2010;2691329334;Sacatepéquez;San Miguel Dueñas;Fiebre, Tos seca;Shreveport, Estados Unidos;Sospechoso
Alaide;Briones;9/07/2007;24548703175;Quetzaltenango;Salcajá;Fiebre, Dificultad respiratoria;Boston, Estados Unidos;Sospechoso
Gilda;Fierro;23/06/1979;243638651210;Sacatepéquez;Alotenango;Fiebre, Tos seca;Chiantla, Guatemala;Confirmado
Bridget;Pedraza;21/06/2019;23703529105;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Manuel Cavazos Lerma, Mexico;Recuperado
Davor;Mejía;22/04/1979;2501542773;Santa Rosa;Cuilapa;Fiebre, Cansancio;Fort Lauderdale, Estados Unidos;Recuperado
Xochilt;Godoy;14/10/2003;21410756910;Izabal;El Estor;Fiebre, Cansancio;Panamá, Panama;Recuperado
Prisc;Benavides;27/09/1971;29645135166;Sololá;Panajachel;Fiebre, Cansancio;Niños Heroes, Mexico;Recuperado
Delmiro;Barrios;28/10/2001;2464514099;Sacatepéquez;San Miguel Dueñas;Fiebre, Tos seca;Philadelphia, Estados Unidos;Recuperado
Alira;Armenta;9/05/1983;27841359202;Guatemala;San Miguel Petapa;Fiebre, Tos seca;Santo Domingo, Nicaragua;Confirmado
Adaluz;Medina;11/05/1954;2595062379;Escuintla;Palín;Fiebre, Dificultad respiratoria;Yepocapa, Guatemala;Sospechoso
Edelira;Rivero;13/06/1944;20195926179; Quetzaltenango; Quetzaltenango;Fiebre, Cansancio;Morelos, Mexico;Sospechoso
Ronda;Orozco;25/07/2015;2762802241;Sololá;Sololá;Fiebre, Cansancio;Lexington, Estados Unidos;Recuperado
Aylen;Medrano;12/12/1969;2075532412;Sololá;Panajachel;Fiebre, Dificultad respiratoria;El Rosario, El Salvador;Recuperado
Otilia;Garibay;29/05/2017;21007653129;Chimaltenango;Tecpán;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Catarina Barahona, Guatemala;Recuperado
Myriam;Rojo;27/03/2017;21514943216;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Providencia, Mexico;Recuperado
Leonel;Olivas;18/10/1947;2047557229;Izabal;Los Amates;Fiebre, Cansancio, Escalofríos y dolores corporales;Cheyenne, Estados Unidos;Recuperado
Xena;Pérez;9/07/1973;25730445219;Retalhuleu;Champerico;Fiebre, Tos seca, Escalofríos y dolores corporales;Evansville, Estados Unidos;Confirmado
Teodelina;Zepeda;10/05/2013;19802885106;Jutiapa;Conguaco;Fiebre, Tos seca;Des Moines, Estados Unidos;Recuperado
Iair;Méndez;2/05/2015;2352208771;Escuintla;Siquinalá;Fiebre, Cansancio;San Jose, Estados Unidos;Recuperado
Casio;Guerrero;30/12/1944;29464864134;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Maria, Mexico;Recuperado
Huilen;Caraballo;24/04/1933;2103893231;Quetzaltenango;Salcajá;Fiebre, Cansancio;Norwalk, Estados Unidos;Sospechoso
Aquilino;Briseño;13/08/1946;19435679209;Retalhuleu;Champerico;Fiebre, Cansancio, Escalofríos y dolores corporales;San Buenaventura, Honduras;Recuperado
Antón;Pérez;10/03/1947;2810001556;Escuintla;Palín;Fiebre, Dificultad respiratoria;Guadalupe, Mexico;Sospechoso
Gumersindo;Alemán;15/10/2015;26165376228;Jalapa;Jalapa;Fiebre, Tos seca;El Llano, Honduras;Recuperado
Barry;Martínez;10/06/1972;20395478176;Guatemala;San Miguel Petapa;Fiebre, Cansancio;Philadelphia, Estados Unidos;Confirmado
Tiara;Velásquez;30/12/2003;28425390144;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;La Palma, Mexico;Confirmado
Francesca;Gutiérrez;22/05/2000;19538092162;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Bálsamo Oriental, Honduras;Sospechoso
Harumi;Montenegro;3/08/1980;28921217138;El Progreso;Morazán;Fiebre, Cansancio;Washington, Estados Unidos;Recuperado
Mirna;Duran;1/01/1965;2873024357;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;New York City, Estados Unidos;Sospechoso
Bernabé;Maestas;16/10/1945;20815961192;Jalapa;San Manuel Chaparrón;Fiebre, Cansancio, Escalofríos y dolores corporales;Purral, Costa Rica;Recuperado
Irina;Rosado;3/04/1953;21513306182;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Ciudad Sandino, Nicaragua;Confirmado
Yoana;Reyna;8/04/1974;2688648882;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;San Juan, Mexico;Recuperado
Tercio;Alba;24/03/2004;1995511458;Escuintla;Tiquisate;Fiebre, Dificultad respiratoria;Minneapolis, Estados Unidos;Recuperado
Fortuna;Collazo;13/02/1992;2952714474;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Philadelphia, Estados Unidos;Recuperado
Ceferino;Pena;13/01/1956;24678758159;Guatemala;Guatemala;Fiebre, Cansancio;Salitrillos, Costa Rica;Confirmado
Justa;Rojas;14/08/1998;2168396999;Sololá;Panajachel;Fiebre, Tos seca;San Marcos, Mexico;Confirmado
Maura;Gracia;8/01/1955;27717612172;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;Wichita, Estados Unidos;Recuperado
Ercilia;Quintero;11/04/1939;27911480138;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Omaha, Estados Unidos;Recuperado
Edita;Valentín;9/03/1979;20518861213;Guatemala;San Raymundo;Fiebre, Cansancio;Dearborn, Estados Unidos;Confirmado
Zina;Alicea;8/08/1981;22647717217;Santa Rosa;Chiquimulilla;Fiebre, Cansancio, Escalofríos y dolores corporales;Genova, Italia;Confirmado
Serxio;Serrano;10/04/1985;2870503869;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;El Coco, Panama;Recuperado
Emilia;Candelaria;21/09/1983;29525741114;Alta Verapaz;Tactic;Fiebre, Cansancio;Obrera, Mexico;Confirmado
Breogan;Marcos;23/03/1991;27904163161;Sololá;Panajachel;Fiebre, Dificultad respiratoria;Salt Lake City, Estados Unidos;Confirmado
Tomé;Mercado;27/05/1946;276436202110;Guatemala;Guatemala;Fiebre, Tos seca;Fullerton, Estados Unidos;Sospechoso
Rebecca;Olivárez;8/12/1940;27311178151;Sololá;Panajachel;Fiebre, Tos seca;San Miguel Chicaj, Guatemala;Recuperado
Lotario;Ruvalcaba;26/08/1926;2359566536;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Concepción de la Barranca, Honduras;Recuperado
Nimsi;Ávalos;17/04/1965;21082743161;Escuintla;San José;Fiebre, Tos seca;Ojos de Agua, Honduras;Recuperado
Crisol;Salas;13/12/1943;26207217223;Santa Rosa;San Juan Tecuaco;Fiebre, Cansancio;Baton Rouge, Estados Unidos;Sospechoso
Baldovín;Ramos;25/02/1940;27383964217;Huehuetenango;Santa Bárbara;Fiebre, Tos seca, Escalofríos y dolores corporales;Buenavista, Mexico;Confirmado
Renzo;Zelaya;10/02/1960;28361820207;Quiché;Chicamán;Fiebre, Cansancio;Los Angeles, Estados Unidos;Confirmado
Dalila;Melgar;20/02/1955;2314019197;Izabal;Morales;Fiebre, Cansancio;Los Algarrobos, Panama;Sospechoso
Alec;Zepeda;4/03/1986;20097496224;Escuintla;San José;Fiebre, Dificultad respiratoria;Rafael Hernandez Ochoa, Mexico;Sospechoso
Eliane;Rivas;15/09/1974;26621454118;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Mesquite, Estados Unidos;Sospechoso
Benigno;Zaragoza;4/09/1927;29641615171;Escuintla;San José;Fiebre, Dificultad respiratoria;Las Palmas, Panama;Sospechoso
Rufo;Alanis;8/11/1937;26917819181;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Buffalo, Estados Unidos;Recuperado
Abdías;Domínquez;11/11/1944;216547711810;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;San Rafael, Mexico;Sospechoso
Doyel;Peres;7/11/1949;2268524135;San Marcos;Ayutla;Fiebre, Tos seca;Trenton, Estados Unidos;Sospechoso
Luisana;Barrientos;14/06/1935;23360515810;Sacatepéquez;Ciudad Vieja;Fiebre, Tos seca, Escalofríos y dolores corporales;Oklahoma City, Estados Unidos;Recuperado
Speranza;Cerda;10/07/1993;2445434125;Chiquimula;Olopa;Fiebre, Cansancio;Waterbury, Estados Unidos;Confirmado
Yamel;Garrido;11/08/1988;26040671165;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Rosa de Aguán, Honduras;Sospechoso
Isod;Mercado;17/02/1952;2004402358;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Pueblo, Estados Unidos;Recuperado
Emilse;Saenz;26/01/2003;26039400164;Sololá;San Antonio Palopó;Fiebre, Cansancio;Bonanza, Nicaragua;Recuperado
Ellen;Rojas;30/04/1961;2662022156;Sololá;Nahualá;Fiebre, Cansancio;Parque Industrial, Mexico;Sospechoso
Diva;Mejía;20/06/1920;28691985183;Escuintla;Nueva Concepción;Fiebre, Dificultad respiratoria;Guaymango, El Salvador;Sospechoso
Lázaro;Rendón;28/08/1999;22480143225;Totonicapán;San Bartolo;Fiebre, Tos seca;Inglewood, Estados Unidos;Sospechoso
Serafín;Pina;12/05/1993;298997762210;Sacatepéquez;Pastores;Fiebre, Tos seca, Escalofríos y dolores corporales;Madison, Estados Unidos;Confirmado
Azas;Terán;11/08/1951;2013695072;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;Philadelphia, Estados Unidos;Recuperado
Ilona;Betancourt;17/12/1976;267144872010;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;El Salitre, Mexico;Confirmado
Wilfredo;Villegas;8/02/1973;265050791910;Totonicapán;San Andrés Xecul;Fiebre, Cansancio;San Francisco, Costa Rica;Recuperado
Juvenal;Romero;4/06/1966;2297617856;El Progreso;Sanarate;Fiebre, Tos seca, Escalofríos y dolores corporales;La Estancia, Honduras;Sospechoso
Edilio;Santillán;12/01/1924;2365375718;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Miami, Estados Unidos;Confirmado
Velasco;Alonzo;8/12/2016;21404699152;Santa Rosa;San Juan Tecuaco;Fiebre, Dificultad respiratoria;Staten Island, Estados Unidos;Recuperado
Prudens;Ramón;2/01/1964;2601099694;Escuintla;Palín;Fiebre, Tos seca;Donostia-San Sebastian, España;Recuperado
Enzo;Mota;27/01/1989;1903965384;Zacapa;Teculután;Fiebre, Cansancio;Ustupo, Panama;Confirmado
Agüeda;Lara;7/12/1972;20896116136;Totonicapán;San Andrés Xecul;Fiebre, Tos seca;Aramecina, Honduras;Sospechoso
Matthew;Barajas;18/04/1921;27444708133;San Marcos;San Marcos;Fiebre, Tos seca;Chepo, Panama;Recuperado
Joann;Rangel;29/12/1934;2082951157;Escuintla;San José;Fiebre, Dificultad respiratoria;San Antonio, Estados Unidos;Sospechoso
Johana;Moreno;20/02/1933;2958589776;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Zamora, España;Sospechoso
Didio;Uribe;2/07/1992;25972302198;Alta Verapaz;Tamahú;Fiebre, Tos seca, Escalofríos y dolores corporales;Austin, Estados Unidos;Recuperado
Constantino;Ruvalcaba;25/06/1983;2816241172;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;La Paz de Oriente, Nicaragua;Recuperado
Abad;Gamboa;17/08/1987;25231867204;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Santa Rosa de Lima, El Salvador;Confirmado
Natal;Tello;12/11/2012;19492421171;Jalapa;San Pedro Pinula;Fiebre, Cansancio;Springfield, Estados Unidos;Sospechoso
Abner;Grijalva;14/09/1934;2763617422;Escuintla;Palín;Fiebre, Dificultad respiratoria;Flushing, Estados Unidos;Sospechoso
Giannina;Reyna;15/05/1986;29099981116;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Manuel Cavazos Lerma, Mexico;Recuperado
Judith;Tórrez;28/11/1967;2914211433;Sololá;Nahualá;Fiebre, Cansancio;Solidaridad, Mexico;Sospechoso
Nazario;Lomeli;23/08/1940;2892299471;Sololá;Nahualá;Fiebre, Tos seca;El Chol, Guatemala;Recuperado
Peñen;Pabón;16/09/1940;2214028768;Guatemala;Palencia;Fiebre, Cansancio;San Rafael del Sur, Nicaragua;Confirmado
Lorea;Maya;15/11/1945;28871807162;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Marietta, Estados Unidos;Sospechoso
Dafna;Zúñiga;2/10/1956;29024299205;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Choloma, Honduras;Confirmado
Leo;Verdugo;26/01/1939;24974306176;Jalapa;San Manuel Chaparrón;Fiebre, Cansancio, Escalofríos y dolores corporales;Lafayette, Estados Unidos;Confirmado
Yaco;Vargas;26/06/1985;2819187547;Chimaltenango;Chimaltenango;Fiebre, Dificultad respiratoria;Río Alejandro, Panama;Sospechoso
León;Ramírez;7/08/1983;26300139710;Retalhuleu;Champerico;Fiebre, Cansancio;Van Nuys, Estados Unidos;Recuperado
Rudy;Atencio;9/02/1932;24465338108;Izabal;Puerto Barrios;Fiebre, Tos seca;Taxisco, Guatemala;Sospechoso
Iluminada;Tamayo;15/12/1929;2257090429;Escuintla;Palín;Fiebre, Dificultad respiratoria;Valencia, España;Recuperado
Rosenda;Montés;6/04/1951;2479623196;Suchitepéquez;Mazatenango ;Fiebre, Tos seca, Escalofríos y dolores corporales;Nicoya, Costa Rica;Confirmado
Concordia;Corona;15/11/2008;260619782110;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Chacarita, Costa Rica;Confirmado
Sunta;Amador;9/01/2019;22689153228;Quetzaltenango;Salcajá;Fiebre, Cansancio;Houston, Estados Unidos;Confirmado
Ornella;Quiroz;30/04/1981;19445968175;Sololá;Panajachel;Fiebre, Cansancio;Tacoma, Estados Unidos;Sospechoso
Wilma;Lozano;20/02/1984;2657805658;Huehuetenango;San Rafael La Independencia;Fiebre, Tos seca;Miami, Estados Unidos;Sospechoso
Cirila;Lara;29/09/2013;25557595207;Guatemala;San Raymundo;Fiebre, Tos seca;Memphis, Estados Unidos;Recuperado
Vital;Melgar;7/10/1992;2947117529;Suchitepéquez;Mazatenango ;Fiebre, Tos seca;Parramos, Guatemala;Recuperado
Lolly;Cervantes;5/08/1958;270420081910;Sacatepéquez;San Miguel Dueñas;Fiebre, Dificultad respiratoria;Rochester, Estados Unidos;Sospechoso
Cyprien;Contreras;2/03/1935;19221529122;San Marcos;Ixchiguán;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco, Estados Unidos;Recuperado
Luisana;Rentería;7/06/1983;21588515159;San Marcos;Comitancillo;Fiebre, Tos seca;Palmas De Gran Canaria, Las, España;Sospechoso
Javiera;Puga;9/12/1926;24644621185;Escuintla;Palín;Fiebre, Dificultad respiratoria;El Marañón, Honduras;Sospechoso
Mindy;Ozuna;15/03/2013;2018873972;Guatemala;San Raymundo;Fiebre, Cansancio;Araulí, Honduras;Sospechoso
Marlon;Almaraz;23/08/1969;2908204422;Guatemala;Chinautla;Fiebre, Tos seca;Las Ánimas, Honduras;Confirmado
Aron;Reynoso;18/05/1951;2389664416;Izabal;El Estor;Fiebre, Tos seca, Escalofríos y dolores corporales;Winston Salem, Estados Unidos;Sospechoso
Eugene;Jiménez;8/10/1936;2810793383;San Marcos;Comitancillo;Fiebre, Tos seca;Santa Apolonia, Guatemala;Confirmado
Valderrama;Magana;12/09/1959;19311985152;Guatemala;Villa Nueva;Fiebre, Cansancio;Hartford, Estados Unidos;Recuperado
Cintia;Ríos;23/08/1955;2710027426;Santa Rosa;San Juan Tecuaco;Fiebre, Tos seca;Oakland, Estados Unidos;Confirmado
Rotrauda;Valencia;26/07/1932;29090557153;Huehuetenango;Santa Bárbara;Fiebre, Cansancio, Escalofríos y dolores corporales;Detroit, Estados Unidos;Sospechoso
Berna;Baez;12/09/1999;2519718916;Jalapa;San Pedro Pinula;Fiebre, Cansancio;Lincoln, Estados Unidos;Confirmado
Quimey;Nevarez;22/04/2012;19703587137;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;Chicago, Estados Unidos;Sospechoso
Polidora;Carbajal;3/02/2011;24700871218;Chiquimula;Ipala;Fiebre, Tos seca, Escalofríos y dolores corporales;El Mirador, Mexico;Confirmado
Laurence;Arredondo;30/09/1945;2294083868;Sacatepéquez;Alotenango;Fiebre, Dificultad respiratoria;Columbus, Estados Unidos;Confirmado
Acab;Mendoza;5/06/1951;2998159915;Guatemala;Palencia;Fiebre, Dificultad respiratoria;Samayac, Guatemala;Confirmado
Donaldo;Lozano;9/09/1996;21478100202;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Salerno, Italia;Sospechoso
Leslie;Tafoya;13/12/1965;19884508149;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Casillas, Guatemala;Recuperado
Leonilda;Velasco;2/06/1984;2680696875;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Tempe, Estados Unidos;Sospechoso
Brunela;Solano;7/03/2016;19818514179;Jalapa;San Manuel Chaparrón;Fiebre, Tos seca, Escalofríos y dolores corporales;Chicago, Estados Unidos;Sospechoso
Ludwiq;Olmos;31/12/1999;2419542411;Escuintla;Palín;Fiebre, Tos seca;El Estor, Guatemala;Sospechoso
Filis;Melgar;29/10/2002;22813248163;Baja Verapaz;Salamá;Fiebre, Tos seca, Escalofríos y dolores corporales;El Guapinol, Honduras;Sospechoso
Tehuel;Granado;3/04/1945;21319559208;Huehuetenango;Santa Bárbara;Fiebre, Cansancio;Plan de Ayala, Mexico;Recuperado
Enrica;Urbina;7/09/1969;26639128144;Escuintla;Palín;Fiebre, Dificultad respiratoria;Providencia, Mexico;Sospechoso
Egidio;Badillo;25/05/1969;207165461610;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Buenavista, Mexico;Sospechoso
Bart;Sanabria;11/02/1974;20950739191;Jalapa;San Pedro Pinula;Fiebre, Cansancio;Lugo, España;Recuperado
Elijah;Gonzales;13/04/1959;219476492110;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio, Escalofríos y dolores corporales;San Diego, Estados Unidos;Sospechoso
Alicia;Lozada;6/06/1968;1924047774;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Santa Ana, El Salvador;Confirmado
Numilen;Urena;2/01/1948;29602442167;San Marcos;Catarina;Fiebre, Tos seca, Escalofríos y dolores corporales;Rancho Viejo, Mexico;Confirmado
Paris;Olivárez;30/06/1991;2754488799;Izabal;Livingston;Fiebre, Cansancio, Escalofríos y dolores corporales;Nicolas Bravo, Mexico;Sospechoso
Emilse;Jaime;10/12/1975;246441291610;Zacapa;Teculután;Fiebre, Cansancio;Lansing, Estados Unidos;Recuperado
Junior;Enríquez;22/09/2019;2664378031;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Houston, Estados Unidos;Confirmado
Karem;Armijo;22/05/1978;25797790208;San Marcos;Ayutla;Fiebre, Tos seca, Escalofríos y dolores corporales;La Soledad, Mexico;Confirmado
Galilah;Pina;26/11/1956;21563118143;Huehuetenango;San Rafael La Independencia;Fiebre, Tos seca;Washington, Estados Unidos;Sospechoso
Mirari;Adomo;20/05/1994;2535898799;Alta Verapaz;Cobán;Fiebre, Dificultad respiratoria;Rafael Hernandez Ochoa, Mexico;Recuperado
América;Lugo;18/09/1994;2644392329;Escuintla;Siquinalá;Fiebre, Tos seca, Escalofríos y dolores corporales;La Reforma, Mexico;Recuperado
Paloma;Casillas;15/07/1926;21607209223;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Birmingham, Estados Unidos;Sospechoso
Denisse;Gurule;12/10/2008;20768319122;Jalapa;San Manuel Chaparrón;Fiebre, Cansancio, Escalofríos y dolores corporales;Camino Real, Mexico;Recuperado
Dyonis;Campos;19/10/2018;2835629331;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Emiliano Zapata, Mexico;Sospechoso
Matilda;Olivas;23/04/1965;26275917910;Guatemala;Amatitlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Benito Juarez, Mexico;Sospechoso
Nolan;Cortés;24/07/1926;21728988310;Huehuetenango;Santa Bárbara;Fiebre, Tos seca, Escalofríos y dolores corporales;Saint Louis, Estados Unidos;Sospechoso
Tancredo;Tovar;14/03/2015;26035374810;Santa Rosa;San Juan Tecuaco;Fiebre, Tos seca, Escalofríos y dolores corporales;Barcelona, España;Sospechoso
Eleazar;Iglesias;28/07/1936;29773113185;Quetzaltenango;San Carlos Sija;Fiebre, Tos seca;Van Nuys, Estados Unidos;Confirmado
Odile;Mares;1/01/1960;22998586172;Huehuetenango;Huehuetenango;Fiebre, Cansancio;Guadalupe, Mexico;Recuperado
